ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
12,Florida,FL,12111,St. Lucie County,12111,"St. Lucie County, Florida",571.873121307686,334682,0,150054,114,126443,1137,73144,4738,9213,1290,37916,1925,27952,1983,41761,3179,81565,95,65662,14,50566,2617,8391,929,9777,1599,154708,1188,16166,1109,10475,727,2472,504,5744,834,3291,265,22.1,1.4,6.0,0.8,30.0,1.5,11.4,0.8,12.6,1.0,24.4,0.1,19.6,0.1,15.2,0.8,6.7,0.7,3.1,0.5,46.2,0.4,10.7,0.7,7.0,0.5,2.0,0.3,4.5,0.7,1.0,0.1,0.4091,0.803,0.803,0.5152,0.5455,3.0758,0.7576,0.697,0.5152,0.3485,0.6364,0.7576,2.9547,0.8182,0.8485,0.8485,0.8485,0.6364,0.197,0.303,0.3333,0.0909,1.5606,0.0758,8.4396,0.5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286259,11314,1253,66174,1416,69088,0,6624,331,432,150,149,61,10421,1639,1820,918,8.9,1.0,19.8,0.4,20.6,0.0,2.0,0.1,0.1,0.1,0.0,0.1,3.1,0.5,0.5,0.3
12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400524866698,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.9,1.4,4.7,0.8,20.9,1.7,7.4,0.8,10.9,1.3,16.3,0.1,21.8,0.1,15.0,0.8,4.9,0.7,0.7,0.2,20.0,0.4,4.4,0.8,8.5,0.8,1.8,0.5,3.5,0.7,2.8,0.2,0.0758,0.3636,0.197,0.1061,0.303,1.0455,0.0909,0.1818,0.8333,0.3182,0.3636,0.1061,1.803,0.0606,0.1364,0.1364,0.1364,0.4848,0.303,0.2576,0.1061,0.5455,1.697,0.1515,4.6819,0.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.0,1.2,5.7,0.3,6.2,0.0,1.9,0.2,0.2,0.1,0.2,0.1,5.0,0.6,0.8,0.4
12,Florida,FL,12115,Sarasota County,12115,"Sarasota County, Florida",556.006043014464,439392,0,254601,106,199345,1689,61236,3303,6389,742,51101,2035,20782,1533,44424,2538,163928,34,61315,27,65615,1989,6863,797,7531,914,81565,780,42591,1370,21197,994,2571,437,8837,838,7743,160,14.2,0.8,3.4,0.4,25.6,1.0,5.9,0.4,10.2,0.6,37.3,0.1,14.0,0.1,15.1,0.5,3.5,0.4,1.8,0.2,18.6,0.2,16.7,0.5,8.3,0.4,1.3,0.2,4.4,0.4,1.8,0.0,0.0303,0.0455,0.5606,0.0152,0.2121,0.8637,0.0606,0.9697,0.0303,0.3333,0.0606,0.5152,1.9091,0.1061,0.1212,0.1212,0.1212,0.803,0.2727,0.1212,0.3182,0.303,1.8181,0.197,4.7121,0.0758,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,457674,19011,1114,17886,768,43353,0,7763,426,563,151,133,39,10423,966,1444,460,9.5,0.5,4.1,0.2,9.9,0.0,1.8,0.1,0.1,0.1,0.0,0.1,2.4,0.2,0.3,0.1
12,Florida,FL,12117,Seminole County,12117,"Seminole County, Florida",309.37927775596,471321,0,194744,139,183487,905,74354,3533,11142,1045,54105,2125,20517,1351,47115,2453,75622,25,97621,49,53086,1760,11736,1049,13531,1197,202377,935,29514,1513,4535,444,4683,562,7222,707,4404,226,15.9,0.8,4.3,0.4,29.5,1.1,6.1,0.4,10.1,0.5,16.0,0.1,20.7,0.1,11.3,0.4,6.4,0.6,3.0,0.3,42.9,0.2,15.2,0.8,2.3,0.2,2.5,0.3,3.9,0.4,0.9,0.0,0.0758,0.1818,0.7727,0.0303,0.197,1.2576,0.1212,0.1667,0.6818,0.0758,0.5909,0.7121,2.2273,0.3182,0.7424,0.7424,0.7424,0.7727,0.0152,0.5606,0.197,0.0455,1.591,0.0909,5.8183,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463955,12685,1021,51947,1256,108146,0,23445,655,389,161,186,105,16126,1436,2138,726,6.9,0.6,11.0,0.3,22.9,0.0,5.0,0.1,0.1,0.1,0.0,0.1,3.4,0.3,0.5,0.2
12,Florida,FL,12119,Sumter County,12119,"Sumter County, Florida",557.140699108658,131832,0,76923,109,64305,1283,18318,1638,1541,364,12957,1169,8874,983,7391,902,76345,118,9405,68,22944,1611,1281,287,1172,290,20738,516,2748,716,9652,792,750,238,2231,454,8186,138,14.8,1.3,5.1,1.2,20.1,1.8,7.5,0.8,6.0,0.7,57.9,0.1,7.1,0.1,18.5,1.3,2.0,0.4,0.9,0.2,15.7,0.4,3.6,0.9,12.5,1.0,1.2,0.3,3.5,0.7,6.2,0.1,0.0455,0.4848,0.1364,0.1212,0.0,0.7879,0.0303,1.0,0.0,0.6364,0.0,0.2121,1.8485,0.0758,0.0606,0.0606,0.0606,0.4545,0.4091,0.0606,0.1061,0.6364,1.6667,0.1061,4.3637,0.0303,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,141600,6712,1072,8908,229,8062,0,1396,107,303,149,6,16,1465,366,598,471,10.4,1.6,6.8,0.2,6.1,0.0,1.1,0.1,0.2,0.1,0.0,0.1,1.1,0.3,0.5,0.4
12,Florida,FL,12121,Suwannee County,12121,"Suwannee County, Florida",688.585925381384,43881,0,18948,32,15453,448,11388,1409,995,307,3064,542,4883,662,5512,759,9281,278,9317,77,8701,823,700,240,493,207,11180,189,381,205,9491,679,425,163,919,295,1719,35,27.4,3.4,5.5,1.6,19.8,3.5,15.7,2.1,13.0,1.8,21.2,0.6,21.2,0.2,20.6,1.9,4.5,1.5,1.2,0.5,25.5,0.4,2.0,1.1,50.1,3.6,2.8,0.9,5.9,1.9,3.9,0.1,0.6667,0.6061,0.1212,0.6818,0.6212,2.697,0.5758,0.5303,0.7424,0.8636,0.2576,0.3182,2.7121,0.6818,0.303,0.303,0.303,0.303,0.9697,0.6515,0.6667,0.5606,3.1515,0.8636,8.8636,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37867,2601,522,4912,402,4547,0,245,109,9,13,0,31,1422,436,45,41,16.8,3.4,11.2,0.9,10.4,0.0,0.6,0.2,0.0,0.1,0.0,0.1,3.2,1.0,0.1,0.1
12,Florida,FL,12123,Taylor County,12123,"Taylor County, Florida",1043.336485838706,21421,0,11110,29,7465,395,5137,782,416,166,1463,329,2653,385,1500,396,4371,159,4188,117,3824,532,496,221,207,137,5978,177,71,78,4149,502,145,103,413,172,3054,57,28.0,4.3,5.8,2.3,19.6,4.3,16.7,2.4,8.2,2.2,20.4,0.7,19.6,0.5,20.8,2.9,6.6,2.9,1.0,0.7,27.9,0.8,0.7,0.7,37.3,4.5,2.0,0.9,5.5,2.2,14.3,0.3,0.697,0.6818,0.0909,0.7121,0.0758,2.2576,0.3939,0.4848,0.5152,0.8788,0.6212,0.2727,2.7727,0.7424,0.4091,0.4091,0.4091,0.1364,0.803,0.303,0.6364,0.9091,2.7879,0.5909,8.2273,0.5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20814,1514,314,4328,153,888,0,26,37,45,35,71,125,481,199,139,96,20.3,4.3,20.2,0.7,4.1,0.0,0.1,0.2,0.2,0.2,0.3,0.6,2.2,0.9,0.6,0.4
12,Florida,FL,12125,Union County,12125,"Union County, Florida",243.554895275284,15524,0,4716,44,4094,150,2531,549,160,96,535,174,2449,372,1194,322,2639,152,3343,0,1880,283,308,146,49,89,4533,38,26,36,2142,276,251,160,150,77,4990,70,24.3,5.3,3.6,2.2,13.1,4.2,22.1,3.4,11.4,3.1,17.0,1.0,21.5,0.0,17.9,2.7,7.5,3.6,0.3,0.6,29.2,0.2,0.6,0.8,45.4,5.9,6.2,3.4,3.7,1.8,32.1,0.5,0.5455,0.0758,0.0,0.9242,0.3939,1.9394,0.2273,0.2424,0.7879,0.5758,0.8485,0.0152,2.4698,0.5,0.4697,0.4697,0.4697,0.0909,0.9394,0.9697,0.1667,1.0,3.1667,0.8788,8.0456,0.4848,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,16130,485,168,2577,239,889,0,18,23,37,27,0,23,992,241,20,23,11.8,4.0,16.6,1.5,5.7,0.0,0.1,0.1,0.2,0.2,0.0,0.3,6.4,1.6,0.1,0.1
12,Florida,FL,12127,Volusia County,12127,"Volusia County, Florida",1101.115261715914,558520,0,273835,151,232673,1646,114478,4263,10601,999,71094,2452,34946,1673,63752,2900,138757,44,97528,26,95468,2755,12344,917,6762,818,173022,994,38943,1613,23084,1250,3532,510,13091,937,14061,332,21.0,0.8,4.2,0.4,30.6,1.0,8.4,0.4,11.6,0.5,24.8,0.1,17.5,0.1,17.3,0.5,5.4,0.4,1.3,0.2,31.0,0.2,14.2,0.6,8.4,0.5,1.5,0.2,5.6,0.4,2.5,0.1,0.3788,0.1667,0.8636,0.2576,0.4242,2.0909,0.3333,0.7424,0.2424,0.5455,0.4545,0.3636,2.3484,0.4394,0.5606,0.5606,0.5606,0.7121,0.2879,0.197,0.6515,0.4848,2.3333,0.3333,7.3332,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519903,28718,1683,57687,1092,87375,0,10294,539,816,230,127,67,14614,1438,2109,536,12.3,0.7,10.3,0.2,15.6,0.0,1.8,0.1,0.1,0.1,0.0,0.1,2.6,0.3,0.4,0.1
12,Florida,FL,12129,Wakulla County,12129,"Wakulla County, Florida",606.417876128868,33732,0,13843,25,11932,414,4866,1001,573,222,2695,507,2812,451,2165,606,5290,99,6949,66,4083,485,517,189,231,131,7486,277,9,34,4040,507,326,125,402,154,2916,44,15.8,3.3,3.6,1.4,22.6,4.2,11.6,1.9,7.0,2.0,15.7,0.3,20.6,0.2,13.2,1.6,4.3,1.6,0.7,0.4,22.2,0.8,0.1,0.2,29.2,3.7,2.7,0.9,3.4,1.3,8.6,0.1,0.0606,0.0758,0.3333,0.5303,0.0152,1.0152,0.0758,0.1364,0.6667,0.197,0.197,0.1061,1.3032,0.0152,0.1818,0.1818,0.1818,0.0152,0.6667,0.6061,0.0909,0.7424,2.1213,0.303,4.6215,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24444,1456,339,4905,176,1438,0,27,36,83,63,0,31,923,315,110,142,12.2,2.8,14.5,0.5,4.3,0.0,0.1,0.1,0.2,0.2,0.0,0.1,2.7,0.9,0.3,0.4
12,Florida,FL,12131,Walton County,12131,"Walton County, Florida",1038.297475972644,76618,0,56744,37,31491,969,13497,1590,1917,405,7492,827,4572,657,10146,1272,15309,141,15576,0,12032,1044,1677,458,844,301,12958,322,10906,1027,7373,702,842,307,1219,393,1584,18,18.0,2.1,5.3,1.1,23.8,2.5,8.1,1.2,13.5,1.7,20.0,0.2,20.3,0.0,16.1,1.4,5.3,1.4,1.2,0.4,16.9,0.4,19.2,1.8,13.0,1.2,2.6,0.5,3.9,1.2,2.1,0.0,0.1667,0.5455,0.4242,0.2121,0.6818,2.0303,0.2879,0.4394,0.6364,0.4394,0.3939,0.3182,2.2273,0.3182,0.0758,0.0758,0.0758,0.8485,0.4394,0.5758,0.197,0.3939,2.4546,0.4394,6.788,0.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75798,3201,514,2816,507,5067,0,847,179,254,102,0,35,3570,506,404,224,10.2,1.6,3.7,0.7,6.6,0.0,1.1,0.2,0.3,0.1,0.0,0.1,4.7,0.7,0.5,0.3
12,Florida,FL,12133,Washington County,12133,"Washington County, Florida",584.676567103858,25014,0,10874,52,9095,296,7948,835,433,164,1960,343,3087,451,3231,560,4363,53,4991,29,4573,534,841,222,223,162,5917,133,90,51,4037,343,178,91,263,115,2754,45,35.8,3.8,4.8,1.8,21.6,3.7,16.9,2.5,14.4,2.5,17.4,0.2,20.0,0.1,20.4,2.4,9.2,2.4,0.9,0.7,23.7,0.5,0.8,0.5,37.1,3.2,2.0,0.8,2.9,1.2,11.0,0.2,0.9091,0.4242,0.2727,0.7273,0.7727,3.106,0.8182,0.2727,0.5758,0.8485,0.9697,0.2121,2.8788,0.7879,0.2576,0.2576,0.2576,0.1818,0.7879,0.303,0.0455,0.8333,2.1515,0.3182,8.3939,0.5758,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,22407,1530,264,3495,195,1090,0,251,27,274,78,0,28,794,221,13,21,16.8,2.8,14.0,0.8,4.4,0.0,1.0,0.1,1.1,0.3,0.0,0.2,3.2,0.9,0.1,0.1
